filename,interaction_number,speaker,sentence_number,text,task_type,Initials,Birth month,Birth Year,Mother tongue,Sex,Date of experiment,Experimenter,Place experiment,Age at experiment,Condition,Language of experiment,Order of tasks,Appreciation,text_en,id,speaker,text,strategy::feature_politeness_==Please==,strategy::feature_politeness_==Please_start==,strategy::feature_politeness_==HASHEDGE==,strategy::feature_politeness_==Indirect_(btw)==,strategy::feature_politeness_==Hedges==,strategy::feature_politeness_==Factuality==,strategy::feature_politeness_==Deference==,strategy::feature_politeness_==Gratitude==,strategy::feature_politeness_==Apologizing==,strategy::feature_politeness_==1st_person_pl.==,strategy::feature_politeness_==1st_person==,strategy::feature_politeness_==1st_person_start==,strategy::feature_politeness_==2nd_person==,strategy::feature_politeness_==2nd_person_start==,strategy::feature_politeness_==Indirect_(greeting)==,strategy::feature_politeness_==Direct_question==,strategy::feature_politeness_==Direct_start==,strategy::feature_politeness_==HASPOSITIVE==,strategy::feature_politeness_==HASNEGATIVE==,strategy::feature_politeness_==SUBJUNCTIVE==,strategy::feature_politeness_==INDICATIVE==,marker::politeness_markers_==Please==,marker::politeness_markers_==Please_start==,marker::politeness_markers_==HASHEDGE==,marker::politeness_markers_==Indirect_(btw)==,marker::politeness_markers_==Hedges==,marker::politeness_markers_==Factuality==,marker::politeness_markers_==Deference==,marker::politeness_markers_==Gratitude==,marker::politeness_markers_==Apologizing==,marker::politeness_markers_==1st_person_pl.==,marker::politeness_markers_==1st_person==,marker::politeness_markers_==1st_person_start==,marker::politeness_markers_==2nd_person==,marker::politeness_markers_==2nd_person_start==,marker::politeness_markers_==Indirect_(greeting)==,marker::politeness_markers_==Direct_question==,marker::politeness_markers_==Direct_start==,marker::politeness_markers_==HASPOSITIVE==,marker::politeness_markers_==HASNEGATIVE==,marker::politeness_markers_==SUBJUNCTIVE==,marker::politeness_markers_==INDICATIVE==
PAIK_CA_bot.docx,15,ChatGPT,3,C’est important parce que ça montre que le mot heure est féminin.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,C’est important parce que ça montre que le mot heure est féminin.,230,ChatGPT,C’est important parce que ça montre que le mot heure est féminin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('important', 0, 1)]]",[],[],[]
PAIK_CA_bot.docx,15,ChatGPT,4,"Alors, écoute encore une fois tout doucement :
l’heure est utilisée comme un pronom personnel, complément d'objet indirect.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Alors, écoute encore une fois tout doucement :
l’heure est utilisée comme un pronom personnel, complément d'objet indirect.",231,ChatGPT,"Alors, écoute encore une fois tout doucement :
l’heure est utilisée comme un pronom personnel, complément d'objet indirect.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('tout', 0, 6)]]",[],[]
PAIK_CA_bot.docx,15,ChatGPT,5,Tu veux l’essayer encore une fois avec le bon accord ?,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Tu veux l’essayer encore une fois avec le bon accord ?,232,ChatGPT,Tu veux l’essayer encore une fois avec le bon accord ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,16,You,1,L'heure est utilisée comme un complément d'objet indirect.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,L'heure est utilisée comme un complément d'objet indirect.,233,You,L'heure est utilisée comme un complément d'objet indirect.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,16,ChatGPT,1,Très bien dit !,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Très bien dit !,234,ChatGPT,Très bien dit !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,16,ChatGPT,2,"Tu as gardé le bon accord, bravo !",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Tu as gardé le bon accord, bravo !",235,ChatGPT,"Tu as gardé le bon accord, bravo !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('bravo', 0, 7)]]",[],[],[]
PAIK_CA_bot.docx,16,ChatGPT,3,"Tu as simplement sauté pronom personnel, mais c’est tout à fait normal quand on apprend par cœur.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Tu as simplement sauté pronom personnel, mais c’est tout à fait normal quand on apprend par cœur.",236,ChatGPT,"Tu as simplement sauté pronom personnel, mais c’est tout à fait normal quand on apprend par cœur.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('tout', 0, 9)]]",[],[]
PAIK_CA_bot.docx,16,ChatGPT,4,"Veux-tu qu’on refasse la phrase entière ensemble maintenant, du début jusqu’à au pluriel ?",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Veux-tu qu’on refasse la phrase entière ensemble maintenant, du début jusqu’à au pluriel ?",237,ChatGPT,"Veux-tu qu’on refasse la phrase entière ensemble maintenant, du début jusqu’à au pluriel ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,17,You,1,D'accord.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,D'accord.,238,You,D'accord.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,17,ChatGPT,1,Parfait.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Parfait.,239,ChatGPT,Parfait.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,17,ChatGPT,2,"On va le dire doucement ensemble, phrase complète :",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"On va le dire doucement ensemble, phrase complète :",240,ChatGPT,"On va le dire doucement ensemble, phrase complète :",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('dire', 0, 3)]]",[],[]
PAIK_CA_bot.docx,17,ChatGPT,3,"L’heure est utilisée comme un pronom personnel, complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"L’heure est utilisée comme un pronom personnel, complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",241,ChatGPT,"L’heure est utilisée comme un pronom personnel, complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,17,ChatGPT,4,"Maintenant, essaie seul si tu veux.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Maintenant, essaie seul si tu veux.",242,ChatGPT,"Maintenant, essaie seul si tu veux.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,17,ChatGPT,5,Je t’écoute.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Je t’écoute.,243,ChatGPT,Je t’écoute.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,18,You,1,"L'heure est utilisé comme un pronom personnel, complément d'objet indirect.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"L'heure est utilisé comme un pronom personnel, complément d'objet indirect.",244,You,"L'heure est utilisé comme un pronom personnel, complément d'objet indirect.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,18,ChatGPT,1,"Tu as gardé une bonne structure, et tu te souviens très bien de l’essentiel.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Tu as gardé une bonne structure, et tu te souviens très bien de l’essentiel.",245,ChatGPT,"Tu as gardé une bonne structure, et tu te souviens très bien de l’essentiel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,18,ChatGPT,2,"Tu as encore oublié le petit e à utilisée, mais ce n’est pas grave, tu progresses.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Tu as encore oublié le petit e à utilisée, mais ce n’est pas grave, tu progresses.",246,ChatGPT,"Tu as encore oublié le petit e à utilisée, mais ce n’est pas grave, tu progresses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,18,ChatGPT,3,Et il reste aussi la fin de la phrase : remplaçant un nom ou un groupe nominal au pluriel.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Et il reste aussi la fin de la phrase : remplaçant un nom ou un groupe nominal au pluriel.,247,ChatGPT,Et il reste aussi la fin de la phrase : remplaçant un nom ou un groupe nominal au pluriel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,18,ChatGPT,4,On peut la pratiquer en deux parties si tu veux.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,On peut la pratiquer en deux parties si tu veux.,248,ChatGPT,On peut la pratiquer en deux parties si tu veux.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,18,ChatGPT,5,On continue doucement ?,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,On continue doucement ?,249,ChatGPT,On continue doucement ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,19,You,1,"L'heure est utilisé comme un pronom personnel, complément d'objet indirect, remplaçant un nom au pluriel ou un groupe nominal.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"L'heure est utilisé comme un pronom personnel, complément d'objet indirect, remplaçant un nom au pluriel ou un groupe nominal.",250,You,"L'heure est utilisé comme un pronom personnel, complément d'objet indirect, remplaçant un nom au pluriel ou un groupe nominal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,19,ChatGPT,1,"Tu es vraiment proche, bravo !",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Tu es vraiment proche, bravo !",251,ChatGPT,"Tu es vraiment proche, bravo !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('bravo', 0, 5)]]",[],[],[]
PAIK_CA_bot.docx,19,ChatGPT,2,"L’ordre est presque parfait, et tu as bien retenu presque tous les mots.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"L’ordre est presque parfait, et tu as bien retenu presque tous les mots.",252,ChatGPT,"L’ordre est presque parfait, et tu as bien retenu presque tous les mots.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,19,ChatGPT,3,Voici juste deux petits détails à ajuster :,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Voici juste deux petits détails à ajuster :,253,ChatGPT,Voici juste deux petits détails à ajuster :,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,19,ChatGPT,4,"D’abord, n’oublie pas le e à utilisée.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"D’abord, n’oublie pas le e à utilisée.",254,ChatGPT,"D’abord, n’oublie pas le e à utilisée.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,19,ChatGPT,5,"Et ensuite, dans la fin de la phrase, on dit : un nom ou un groupe nominal au pluriel.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Et ensuite, dans la fin de la phrase, on dit : un nom ou un groupe nominal au pluriel.",255,ChatGPT,"Et ensuite, dans la fin de la phrase, on dit : un nom ou un groupe nominal au pluriel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,19,ChatGPT,6,"Veux-tu essayer une dernière fois toute la phrase, avec ces deux petits ajustements ?",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Veux-tu essayer une dernière fois toute la phrase, avec ces deux petits ajustements ?",256,ChatGPT,"Veux-tu essayer une dernière fois toute la phrase, avec ces deux petits ajustements ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,20,You,1,L'heure est utilisé comme un pronom personnel ou un complément d'objet indirect remplaçant un nom ou un groupe nominal au pluriel.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,L'heure est utilisé comme un pronom personnel ou un complément d'objet indirect remplaçant un nom ou un groupe nominal au pluriel.,257,You,L'heure est utilisé comme un pronom personnel ou un complément d'objet indirect remplaçant un nom ou un groupe nominal au pluriel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,20,ChatGPT,1,"Tu as une excellente mémoire, et tu t’exprimes très clairement.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Tu as une excellente mémoire, et tu t’exprimes très clairement.",258,ChatGPT,"Tu as une excellente mémoire, et tu t’exprimes très clairement.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,20,ChatGPT,2,Il reste juste deux tout petits détails pour que la phrase soit exacte.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Il reste juste deux tout petits détails pour que la phrase soit exacte.,259,ChatGPT,Il reste juste deux tout petits détails pour que la phrase soit exacte.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('tout', 0, 4)]]",[],[]
PAIK_CA_bot.docx,20,ChatGPT,3,"On ne dit pas ou un complément d’objet indirect, parce que complément d’objet indirect fait déjà partie de la fonction du pronom.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"On ne dit pas ou un complément d’objet indirect, parce que complément d’objet indirect fait déjà partie de la fonction du pronom.",260,ChatGPT,"On ne dit pas ou un complément d’objet indirect, parce que complément d’objet indirect fait déjà partie de la fonction du pronom.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,20,ChatGPT,4,"Et n’oublie pas, encore une fois, c’est utilisée avec un e.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Et n’oublie pas, encore une fois, c’est utilisée avec un e.",261,ChatGPT,"Et n’oublie pas, encore une fois, c’est utilisée avec un e.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,20,ChatGPT,5,"Voici la phrase exacte une dernière fois :
L’heure est utilisée comme un pronom personnel, complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Voici la phrase exacte une dernière fois :
L’heure est utilisée comme un pronom personnel, complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",262,ChatGPT,"Voici la phrase exacte une dernière fois :
L’heure est utilisée comme un pronom personnel, complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,20,ChatGPT,6,Tu veux tenter une dernière répétition parfaite ?,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Tu veux tenter une dernière répétition parfaite ?,263,ChatGPT,Tu veux tenter une dernière répétition parfaite ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,21,You,1,"L'heure est utilisé comme un pronom personnel complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"L'heure est utilisé comme un pronom personnel complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",264,You,"L'heure est utilisé comme un pronom personnel complément d'objet indirect, remplaçant un nom ou un groupe nominal au pluriel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,21,ChatGPT,1,Tu l’as presque entièrement !,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Tu l’as presque entièrement !,265,ChatGPT,Tu l’as presque entièrement !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,21,ChatGPT,2,"C’était clair, fluide, et très proche du mot-à-mot.",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"C’était clair, fluide, et très proche du mot-à-mot.",266,ChatGPT,"C’était clair, fluide, et très proche du mot-à-mot.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,21,ChatGPT,3,Tu as juste oublié une petite chose : le e à utilisée.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Tu as juste oublié une petite chose : le e à utilisée.,267,ChatGPT,Tu as juste oublié une petite chose : le e à utilisée.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_CA_bot.docx,21,ChatGPT,4,Ce tout petit détail féminin change tout : utilisé devient utilisée parce que l’heure est féminin.,Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Ce tout petit détail féminin change tout : utilisé devient utilisée parce que l’heure est féminin.,268,ChatGPT,Ce tout petit détail féminin change tout : utilisé devient utilisée parce que l’heure est féminin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('tout', 0, 1)], [('tout', 0, 6)]]",[],[]
PAIK_CA_bot.docx,21,ChatGPT,5,"Tu veux essayer une toute dernière fois, juste pour le plaisir de la dire parfaitement ?",Learning,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,"Tu veux essayer une toute dernière fois, juste pour le plaisir de la dire parfaitement ?",269,ChatGPT,"Tu veux essayer une toute dernière fois, juste pour le plaisir de la dire parfaitement ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('dire', 0, 14)]]",[],[]
PAIK_VM_bot.docx,1,You,1,L'IA c'est pour faire quoi ?,Information,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,What is AI to do?,270,You,What is AI to do?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('what', 0, 0)]]",[],[],[],[],[]
PAIK_VM_bot.docx,1,ChatGPT,1,Bonne question.,Information,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,Good question.,271,ChatGPT,Good question.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],"[[('good', 0, 0)]]",[],[],[],[],[],[],[],[],[],[],"[[('good', 0, 0)]]",[],[],[]
PAIK_VM_bot.docx,1,ChatGPT,2,"L’intelligence artificielle, ou IA, sert à aider les humains à faire certaines tâches plus facilement.",Information,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,"Artificial intelligence, or AI, is used to help humans do certain tasks more easily.",272,ChatGPT,"Artificial intelligence, or AI, is used to help humans do certain tasks more easily.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('intelligence', 0, 1)]]",[],[],[]
PAIK_VM_bot.docx,1,ChatGPT,3,"Par exemple, elle peut aider à traduire des langues, reconnaître des images, répondre à des questions… un peu comme je le fais maintenant.",Information,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,"For example, she can help translate languages, recognize images, answer questions ... a bit like I do now.",273,ChatGPT,"For example, she can help translate languages, recognize images, answer questions ... a bit like I do now.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 18)]]",[],[],[],[],[],[],"[[('like', 0, 17)]]",[],[],[]
PAIK_VM_bot.docx,1,ChatGPT,4,"Tu te demandes peut-être si elle peut faire des choses comme les humains, non ?",Information,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,"You may wonder if she can do things like humans, right?",274,ChatGPT,"You may wonder if she can do things like humans, right?",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,[],[],"[[('may', 0, 1)]]",[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 0)]]",[],[],[],"[[('wonder', 0, 2)], [('like', 0, 8)], [('right', 0, 11)]]",[],[],[]
PAIK_VM_bot.docx,2,You,1,Wee!,Information,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,Wee!,275,You,Wee!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PAIK_VM_bot.docx,2,ChatGPT,1,On dirait que tu es content !,Information,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,Looks like you are happy!,276,ChatGPT,Looks like you are happy!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 2)]]",[],[],[],[],"[[('like', 0, 1)], [('happy', 0, 4)]]",[],[],[]
PAIK_VM_bot.docx,2,ChatGPT,2,Est-ce qu’il y a quelque chose en particulier qui te rend joyeux en ce moment ?,Information,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,Is there something in particular that makes you happy right now?,277,ChatGPT,Is there something in particular that makes you happy right now?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 7)]]",[],[],[],[],"[[('happy', 0, 8)], [('right', 0, 9)]]",[],[],[]
PAIK_VM_bot.docx,3,You,1,"Oui, parce que ce week-end, je vais faire ma première communion.",Creative,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,"Yes, because this weekend, I'm going to do my first communion.",278,You,"Yes, because this weekend, I'm going to do my first communion.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 6)], [('my', 0, 11)]]",[],[],[],[],[],[],[],[],[],[]
PAIK_VM_bot.docx,3,ChatGPT,1,"Oh, quelle belle nouvelle.",Creative,VM,4,2015,french,f,05/14/2025,Paco,Neuchâtel,10.13,T,French,CL,4,"Oh, what a beautiful news.",279,ChatGPT,"Oh, what a beautiful news.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('beautiful', 0, 4)]]",[],[],[]
